,G_McIntire_FAKE_NEWS_DATASET_.csv,COVID-19_Tweets_FAKE_NEWS_DATASET.csv,LIAR_FAKE_NEWS_DATASET.csv,KAGGLE_DATASET_Jruvika.csv,UTK_FAKE_NEWS_DATASET.csv,ISOT_FAKE_NEWS_DATASET.csv
G_McIntire_FAKE_NEWS_DATASET_.csv,0.7037056816445695,0.34613247891367793,0.4833342093278312,0.5005540147476627,0.42257239596795426,0.40862207513257687
COVID-19_Tweets_FAKE_NEWS_DATASET.csv,0.356846706638403,0.8611246503956018,0.4799402149536425,0.5031231075223761,0.4362219783766053,0.3445173571761249
LIAR_FAKE_NEWS_DATASET.csv,0.3531115572424431,0.7473026582957225,0.5794452742662846,0.5180913653401907,0.42100410886485273,0.33408244738922815
KAGGLE_DATASET_Jruvika.csv,0.5198718954855979,0.5442380393744258,0.41915738031504046,0.7701352148200373,0.40898664163439485,0.275180873164821
UTK_FAKE_NEWS_DATASET.csv,0.31836038241560793,0.3471783030378261,0.36852793713046855,0.3513856403962479,0.7402361109385448,0.5775504120503214
ISOT_FAKE_NEWS_DATASET.csv,0.4089198502161946,0.4830933688486384,0.490362545424079,0.2597375630154684,0.5439438142414772,0.9062713387925418
